x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,objFunc
0.431809,0.106627,0.059574,0.066661,0.028707,0.043593,0.071413,0.018122,0.005599,0.009952,0.017386,0.002568,0.006258,0.009034,0.0,0.013095,0.001167,0.001913,0.00076,0.0,0.005003,0.0,0.0,0.003919,0.0,0.008858,0.002525,0.011369,0.007008,0.006696,0.004946,0.0,0.00496,0.002324,0.0,0.004442,0.0,0.0,0.002824,0.000319,0.003281,0.004119,0.0,0.003434,0.0,0.003104,0.001184,0.0,0.003383,0.0,0.0,0.001761,0.0,0.0,0.0,0.0,0.003549,0.000355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001083,0.001959,0.000272,0.0,0.002164,0.002487,0.0,0.0,0.0,0.0,0.0,0.002829,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001214,0.0,0.0,0.000862,0.0,0.0,0.00133,0.0,0.0,0.0,0.0,0.0,0.0,0.001529
0.434552,0.106601,0.058873,0.066263,0.029506,0.039211,0.082951,0.017743,0.002392,0.009953,0.01608,0.00272,0.00706,0.007941,0.0,0.013554,0.001163,0.00247,0.0,0.0,0.004561,0.0,0.0,0.003201,0.0,0.009181,0.002524,0.010578,0.006215,0.006549,0.004402,0.0,0.005195,0.001927,0.0,0.004574,0.0,0.0,0.004712,0.000749,0.003471,0.003168,0.0,0.003127,0.0,0.002253,0.000911,0.000396,0.002958,0.0,0.0,0.001919,0.0,0.0,0.0,0.0,0.003707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000957,0.002219,0.000469,0.0,0.002017,0.002569,0.0,0.0,0.0,0.0,0.0,0.00106,0.00211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001147,0.0,0.0,0.000662,0.0,0.0,0.001339,0.000139,0.0,0.0,0.0,0.0,0.0,0.001715
0.463932,0.106056,0.058635,0.066054,0.028697,0.037292,0.081326,0.013558,0.001601,0.009648,0.017018,0.0005,0.006178,0.001842,0.0,0.013185,0.001037,0.001282,0.000379,0.0,0.003336,0.0,0.0,0.003271,0.0,0.008889,0.002308,0.010869,0.003958,0.006436,0.004618,0.0,0.00469,0.001117,0.0,0.004666,0.0,0.0,0.004273,0.001143,0.002613,0.003164,0.0,0.002416,0.0,0.001372,0.000943,0.00061,0.002737,0.000243,0.0,0.00192,0.0,0.0,0.0,0.0,0.00372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000883,0.002294,0.0,0.0,0.002032,0.002556,0.0,0.0,0.0,0.0,0.0,0.0,0.001767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001116,0.0,0.0,0.000503,0.0,0.0,0.001311,0.0,0.0,0.0,0.0,0.0,0.0,0.001708
0.462496,0.106969,0.057719,0.06509,0.027922,0.042488,0.087466,0.015778,0.0,0.008928,0.017032,0.000356,0.007877,0.0,0.0,0.013646,0.000491,0.001418,0.000621,0.000387,0.000224,0.0,0.0,0.003068,0.000586,0.009178,0.001901,0.010704,0.004588,0.006348,0.004604,0.0,0.005322,0.000527,0.0,0.004524,0.0,0.0,0.004112,0.001151,0.001172,0.004008,0.0,0.002309,0.0,0.001196,0.000661,0.0,0.002015,0.000412,0.0,0.001739,0.0,0.0,0.0,0.0,0.003657,0.0,0.000151,0.0,0.0,0.0,0.0,0.000148,0.0,0.0,0.000668,0.001838,0.0,0.0,0.001267,0.002345,0.0,0.0,0.0,0.0,0.0,0.0,0.001011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000281,0.0,0.0,0.000337,0.0,0.0,0.001263,0.0,0.0,0.0,0.0,0.0,0.0,0.00166
0.456777,0.10674,0.058544,0.065379,0.028067,0.043766,0.087572,0.015916,0.002823,0.00911,0.016344,0.001274,0.007195,0.0,0.0,0.013751,0.000437,0.001962,0.000516,0.0,0.002348,0.0,0.000274,0.002133,0.001901,0.009073,0.001622,0.009948,0.006673,0.006095,0.004218,0.0,0.005057,0.0,0.0,0.004382,0.0,0.0,0.003838,0.000311,0.002819,0.003746,0.0,0.002065,0.0,0.000321,0.000308,0.000262,0.001802,0.00018,0.0,0.001469,0.0,0.0,0.0,0.0,0.00344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000359,0.001489,0.0,0.0,0.001403,0.002189,0.0,0.0,0.0,0.0,0.0,0.000749,0.001334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000337,0.0,0.0,0.000499,0.0,0.0,0.001184,0.0,0.0,0.0,0.0,0.0,0.0,0.001952
0.464365,0.106285,0.05809,0.065717,0.028198,0.042667,0.087563,0.016759,0.000886,0.009358,0.016415,0.000653,0.007529,0.0,0.0,0.013687,0.000597,0.002032,0.0,0.0,0.002202,0.0,2.9e-05,0.001635,0.0,0.008969,0.00167,0.010135,0.005742,0.0057,0.003555,0.000552,0.004792,0.0,0.0,0.004452,7.2e-05,0.0,0.003942,0.000581,0.002584,0.003841,0.0,0.001845,0.0,0.000308,0.000255,0.000236,0.002316,0.0,0.0,0.001168,0.0,0.0,0.0,0.0,0.003337,0.0,0.000372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000435,0.001276,0.000123,0.0,0.001434,0.002187,0.0,0.0,0.0,0.0,0.0,0.001299,0.000994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.001142,0.0,0.0,0.0,0.0,0.0,0.0,0.002274
0.439722,0.106832,0.05878,0.065912,0.02762,0.044427,0.088559,0.01832,0.00409,0.00945,0.018216,0.00148,0.008515,0.0,0.0,0.013652,0.000627,0.002436,0.0,0.0,0.002564,0.0,0.0,0.002775,0.002491,0.009091,0.002236,0.01016,0.005884,0.006082,0.003962,0.002498,0.004853,0.0,0.0,0.004814,0.0,0.0,0.004049,0.000833,0.002826,0.003669,0.0,0.00284,0.0,0.000394,0.000714,0.0,0.002681,0.0,0.0,0.001232,0.0,0.0,0.0,0.0,0.00335,0.0,7.9e-05,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.000614,0.000939,0.00018,0.0,0.001512,0.002209,0.0,0.0,0.0,0.0,0.0,0.002841,0.001642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141,0.0,0.0,0.0,0.0,0.0,0.001188,0.0,0.0,0.0,0.0,0.0,0.0,0.001965
0.449554,0.106163,0.058414,0.065851,0.028056,0.044048,0.089721,0.018029,0.002728,0.009369,0.017546,0.001883,0.008541,0.0,0.0,0.013782,0.000352,0.002445,0.0,0.0,0.001868,0.0,0.000131,0.00175,0.002958,0.00871,0.001931,0.010082,0.003886,0.005839,0.003631,0.002888,0.004969,0.0,0.0,0.00474,0.000162,0.0,0.004237,0.00072,0.002258,0.003743,0.0,0.002645,0.0,0.0,0.000486,0.0,0.002275,0.000197,0.0,0.000891,0.0,0.0,0.0,0.0,0.003281,0.0,0.000638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000321,0.001092,0.000256,0.0,0.00097,0.002196,0.0,0.0,0.0,0.0,0.0,0.001427,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001137,0.0,0.0,0.0,0.0,0.0,0.0,0.002122
0.443016,0.106299,0.059056,0.06666,0.028829,0.044197,0.088605,0.017308,0.005679,0.009937,0.017032,0.002122,0.008629,0.0,0.0,0.012802,0.000767,0.001343,0.0,0.000163,0.002349,0.0,0.0,0.001999,0.0,0.008635,0.002453,0.010141,0.005479,0.006327,0.004132,0.002973,0.004812,0.000336,0.0,0.004958,0.0,0.0,0.004334,0.000934,0.002036,0.003648,0.0,0.002246,0.0,0.0,0.000996,0.0,0.00265,0.0,0.0,0.000891,0.0,0.0,0.0,0.0,0.003164,0.0,0.000292,0.0,0.0,0.0,6.4e-05,0.0,0.0,0.0,0.000728,0.000727,0.000493,0.0,0.001972,0.00237,0.0,0.0,0.0,0.0,0.0,0.002295,0.001327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000508,0.0,0.0,0.000165,0.0,0.0,0.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0019
0.433976,0.105472,0.059395,0.066662,0.028721,0.044379,0.088459,0.01824,0.006856,0.010253,0.016755,0.000617,0.009128,0.0,0.0,0.01293,0.000919,0.0,0.000971,0.0,0.003308,0.0,0.0,0.003235,0.0,0.008867,0.002638,0.009172,0.008117,0.005901,0.004579,0.003384,0.004998,0.000391,0.0,0.004813,0.0,0.0,0.004404,0.000993,0.002645,0.00377,0.0,0.001838,0.0,0.001047,0.001306,0.0,0.002959,0.0,0.0,0.000883,0.0,0.0,0.0,0.0,0.00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000847,0.000975,0.000607,0.0,0.002007,0.002479,0.0,0.0,0.0,0.0,0.0,0.002669,0.002056,0.0,4.8e-05,0.0,0.0,0.0,0.0,0.0,0.000701,0.0,0.0,0.000334,0.0,0.0,0.001143,0.0,0.0,0.0,0.0,0.0,0.0,0.001834
